,Address,Latitude,Longitude,Zone,Page,Total Distance,Order
37,"2318, Lodhi Road Complex, Lodhi Road, Delhi 110003",28.5905859,77.2245784,0,1,177.17,7
38,"82 A, C Extension, Delhi 110096",28.58066145,77.25741170875536,0,1,177.17,8
39,"34/1, Yusuf Sarai, Delhi 110016",28.559678,77.2077419690489,0,1,177.17,9
40,"140, Bhagwan Nagar, Delhi 110014",28.57914175,77.25871661527904,0,1,177.17,10
41,"R 16, Main Road, Kalkaji, Delhi 110019",28.5603226,77.2667188,0,1,177.17,11
42,"1h/26, Nit, Delhi 121001",28.5681409,77.1987107,0,1,177.17,12
43,"J 13, Mini Market, Delhi 110019",28.5845103,77.1920395,0,1,177.17,13
44,"K 38, Shri Krishna Mkt Khirki, Malviya Nagar, Delhi 110017",28.5366155,77.2122199,0,1,177.17,14
45,"E 169, Masjid Moth, Delhi 110048",28.54045305,77.23575220000001,0,1,177.17,15
46,"O - 17, Part 2, 17th Square, Lajpat Nagar, Delhi 110024",28.5692497,77.2388902,0,1,177.17,16
47,"1 2nd Floor, Pocket H & J Commercial Complex, Delhi 110076",28.54194793986313,77.2817487422441,0,1,177.17,17
48,"Mujesar, Delhi 121005",28.3661359,77.3066292,0,1,177.17,18
49,"Kalkaji, Delhi 110019",28.542546029,77.25490838464371,0,1,177.17,19
50,"B7, H 58-59, P S Estate, South Extn, Delhi 110049",28.5633766,77.2600597,0,1,177.17,20
51,"C - 24/1, Jamia Nagar, Delhi 110025",28.56386655,77.28014937323283,0,1,177.17,21
52,"23, New Market, Delhi 110007",28.5377121,77.2133844,0,1,177.17,22
53,"88 D, Sukhdev Vihar Road, Delhi 110025",28.5597477,77.2749004,0,1,177.17,23
54,"K-35, Green Park, Delhi 110016",28.5555374,77.2024966,0,1,177.17,24
55,"71 Scf-ii, Near Magpie, Sector 16a, Delhi 121001",28.5184574,77.22419134403279,0,1,177.17,25
56,"D 374, Defence Colony, Delhi 110024",28.573149,77.2378907,0,1,177.17,26
57,"E 106, Jawahar Park, Sainik Farm, Delhi 110062",28.503746,77.21607253402124,0,1,177.17,27
58,"J 1/162, Delhi 110027",28.52692315,77.25637382148926,0,1,177.17,28
59,"Connaught Place, Delhi",28.6314022,77.2193791,0,1,177.17,29
60,"Connaught Place, Delhi",28.6314022,77.2193791,0,2,176.98,0
61,"Vasant Plaza, Near Subway, Munirka, Delhi 110067",28.554886,77.1710841,0,2,176.98,1
62,"32, Main, Lodhi Colony, Delhi 110003",28.586203,77.2268576,0,2,176.98,2
63,"Plot No 3, Dabua Extn, Nit, Indl Area, Pali Road, Faridabad, Faridabad, Delhi 121001",28.5769233,77.2660263,0,2,176.98,3
64,"C 16, Delhi 110001",28.54849475,77.23750210823171,0,2,176.98,4
65,"J-12 Phase 2, Delhi 110024",28.5368963,77.2674135,0,2,176.98,5
66,"26, Part 1, Community Centre 3rdth Floor, East Of Kailash, Delhi 110065",28.5621143,77.2555218,0,2,176.98,6
67,"2318, Lodhi Road Complex, Lodhi Road, Delhi 110003",28.5905859,77.2245784,0,2,176.98,7
68,"82 A, C Extension, Delhi 110096",28.58066145,77.25741170875536,0,2,176.98,8
69,"34/1, Yusuf Sarai, Delhi 110016",28.559678,77.2077419690489,0,2,176.98,9
70,"140, Bhagwan Nagar, Delhi 110014",28.57914175,77.25871661527904,0,2,176.98,10
71,"R 16, Main Road, Kalkaji, Delhi 110019",28.5603226,77.2667188,0,2,176.98,11
72,"1h/26, Nit, Delhi 121001",28.5681409,77.1987107,0,2,176.98,12
73,"J 13, Mini Market, Delhi 110019",28.5845103,77.1920395,0,2,176.98,13
74,"K 38, Shri Krishna Mkt Khirki, Malviya Nagar, Delhi 110017",28.5366155,77.2122199,0,2,176.98,14
75,"E 169, Masjid Moth, Delhi 110048",28.54045305,77.23575220000001,0,2,176.98,15
76,"O - 17, Part 2, 17th Square, Lajpat Nagar, Delhi 110024",28.5692497,77.2388902,0,2,176.98,16
77,"1 2nd Floor, Pocket H & J Commercial Complex, Delhi 110076",28.54194793986313,77.2817487422441,0,2,176.98,17
78,"Mujesar, Delhi 121005",28.3661359,77.3066292,0,2,176.98,18
79,"Kalkaji, Delhi 110019",28.542546029,77.25490838464371,0,2,176.98,19
80,"B7, H 58-59, P S Estate, South Extn, Delhi 110049",28.5633766,77.2600597,0,2,176.98,20
81,"C - 24/1, Jamia Nagar, Delhi 110025",28.56386655,77.28014937323283,0,2,176.98,21
82,"23, New Market, Delhi 110007",28.5377121,77.2133844,0,2,176.98,22
83,"88 D, Sukhdev Vihar Road, Delhi 110025",28.5597477,77.2749004,0,2,176.98,23
84,"K-35, Green Park, Delhi 110016",28.5555374,77.2024966,0,2,176.98,24
85,"71 Scf-ii, Near Magpie, Sector 16a, Delhi 121001",28.5184574,77.22419134403279,0,2,176.98,25
86,"D 374, Defence Colony, Delhi 110024",28.573149,77.2378907,0,2,176.98,26
87,"E 106, Jawahar Park, Sainik Farm, Delhi 110062",28.503746,77.21607253402124,0,2,176.98,27
88,"J 1/162, Delhi 110027",28.52692315,77.25637382148926,0,2,176.98,28
89,"Connaught Place, Delhi",28.6314022,77.2193791,0,2,176.98,29
90,"Connaught Place, Delhi",28.6314022,77.2193791,0,3,172.25,0
91,"82 A, C Extension, Delhi 110096",28.58066145,77.25741170875536,0,3,172.25,1
92,"2318, Lodhi Road Complex, Lodhi Road, Delhi 110003",28.5905859,77.2245784,0,3,172.25,2
93,"26, Part 1, Community Centre 3rdth Floor, East Of Kailash, Delhi 110065",28.5621143,77.2555218,0,3,172.25,3
94,"J-12 Phase 2, Delhi 110024",28.5368963,77.2674135,0,3,172.25,4
95,"C 16, Delhi 110001",28.54849475,77.23750210823171,0,3,172.25,5
96,"Plot No 3, Dabua Extn, Nit, Indl Area, Pali Road, Faridabad, Faridabad, Delhi 121001",28.5769233,77.2660263,0,3,172.25,6
97,"32, Main, Lodhi Colony, Delhi 110003",28.586203,77.2268576,0,3,172.25,7
98,"Vasant Plaza, Near Subway, Munirka, Delhi 110067",28.554886,77.1710841,0,3,172.25,8
99,"34/1, Yusuf Sarai, Delhi 110016",28.559678,77.2077419690489,0,3,172.25,9
100,"140, Bhagwan Nagar, Delhi 110014",28.57914175,77.25871661527904,0,3,172.25,10
101,"R 16, Main Road, Kalkaji, Delhi 110019",28.5603226,77.2667188,0,3,172.25,11
102,"1h/26, Nit, Delhi 121001",28.5681409,77.1987107,0,3,172.25,12
103,"J 13, Mini Market, Delhi 110019",28.5845103,77.1920395,0,3,172.25,13
104,"K 38, Shri Krishna Mkt Khirki, Malviya Nagar, Delhi 110017",28.5366155,77.2122199,0,3,172.25,14
105,"E 169, Masjid Moth, Delhi 110048",28.54045305,77.23575220000001,0,3,172.25,15
106,"O - 17, Part 2, 17th Square, Lajpat Nagar, Delhi 110024",28.5692497,77.2388902,0,3,172.25,16
107,"1 2nd Floor, Pocket H & J Commercial Complex, Delhi 110076",28.54194793986313,77.2817487422441,0,3,172.25,17
108,"Mujesar, Delhi 121005",28.3661359,77.3066292,0,3,172.25,18
109,"Kalkaji, Delhi 110019",28.542546029,77.25490838464371,0,3,172.25,19
110,"B7, H 58-59, P S Estate, South Extn, Delhi 110049",28.5633766,77.2600597,0,3,172.25,20
111,"C - 24/1, Jamia Nagar, Delhi 110025",28.56386655,77.28014937323283,0,3,172.25,21
112,"23, New Market, Delhi 110007",28.5377121,77.2133844,0,3,172.25,22
113,"88 D, Sukhdev Vihar Road, Delhi 110025",28.5597477,77.2749004,0,3,172.25,23
114,"K-35, Green Park, Delhi 110016",28.5555374,77.2024966,0,3,172.25,24
115,"71 Scf-ii, Near Magpie, Sector 16a, Delhi 121001",28.5184574,77.22419134403279,0,3,172.25,25
116,"D 374, Defence Colony, Delhi 110024",28.573149,77.2378907,0,3,172.25,26
117,"E 106, Jawahar Park, Sainik Farm, Delhi 110062",28.503746,77.21607253402124,0,3,172.25,27
118,"J 1/162, Delhi 110027",28.52692315,77.25637382148926,0,3,172.25,28
119,"Connaught Place, Delhi",28.6314022,77.2193791,0,3,172.25,29
120,"Connaught Place, Delhi",28.6314022,77.2193791,0,4,168.32,0
121,"34/1, Yusuf Sarai, Delhi 110016",28.559678,77.2077419690489,0,4,168.32,1
122,"Vasant Plaza, Near Subway, Munirka, Delhi 110067",28.554886,77.1710841,0,4,168.32,2
123,"32, Main, Lodhi Colony, Delhi 110003",28.586203,77.2268576,0,4,168.32,3
124,"Plot No 3, Dabua Extn, Nit, Indl Area, Pali Road, Faridabad, Faridabad, Delhi 121001",28.5769233,77.2660263,0,4,168.32,4
125,"C 16, Delhi 110001",28.54849475,77.23750210823171,0,4,168.32,5
126,"J-12 Phase 2, Delhi 110024",28.5368963,77.2674135,0,4,168.32,6
127,"26, Part 1, Community Centre 3rdth Floor, East Of Kailash, Delhi 110065",28.5621143,77.2555218,0,4,168.32,7
128,"2318, Lodhi Road Complex, Lodhi Road, Delhi 110003",28.5905859,77.2245784,0,4,168.32,8
129,"82 A, C Extension, Delhi 110096",28.58066145,77.25741170875536,0,4,168.32,9
130,"140, Bhagwan Nagar, Delhi 110014",28.57914175,77.25871661527904,0,4,168.32,10
131,"R 16, Main Road, Kalkaji, Delhi 110019",28.5603226,77.2667188,0,4,168.32,11
132,"1h/26, Nit, Delhi 121001",28.5681409,77.1987107,0,4,168.32,12
133,"J 13, Mini Market, Delhi 110019",28.5845103,77.1920395,0,4,168.32,13
134,"K 38, Shri Krishna Mkt Khirki, Malviya Nagar, Delhi 110017",28.5366155,77.2122199,0,4,168.32,14
135,"E 169, Masjid Moth, Delhi 110048",28.54045305,77.23575220000001,0,4,168.32,15
136,"O - 17, Part 2, 17th Square, Lajpat Nagar, Delhi 110024",28.5692497,77.2388902,0,4,168.32,16
137,"1 2nd Floor, Pocket H & J Commercial Complex, Delhi 110076",28.54194793986313,77.2817487422441,0,4,168.32,17
138,"Mujesar, Delhi 121005",28.3661359,77.3066292,0,4,168.32,18
139,"Kalkaji, Delhi 110019",28.542546029,77.25490838464371,0,4,168.32,19
140,"B7, H 58-59, P S Estate, South Extn, Delhi 110049",28.5633766,77.2600597,0,4,168.32,20
141,"C - 24/1, Jamia Nagar, Delhi 110025",28.56386655,77.28014937323283,0,4,168.32,21
142,"23, New Market, Delhi 110007",28.5377121,77.2133844,0,4,168.32,22
143,"88 D, Sukhdev Vihar Road, Delhi 110025",28.5597477,77.2749004,0,4,168.32,23
144,"K-35, Green Park, Delhi 110016",28.5555374,77.2024966,0,4,168.32,24
145,"71 Scf-ii, Near Magpie, Sector 16a, Delhi 121001",28.5184574,77.22419134403279,0,4,168.32,25
146,"D 374, Defence Colony, Delhi 110024",28.573149,77.2378907,0,4,168.32,26
147,"E 106, Jawahar Park, Sainik Farm, Delhi 110062",28.503746,77.21607253402124,0,4,168.32,27
148,"J 1/162, Delhi 110027",28.52692315,77.25637382148926,0,4,168.32,28
149,"Connaught Place, Delhi",28.6314022,77.2193791,0,4,168.32,29
150,"Connaught Place, Delhi",28.6314022,77.2193791,0,5,164.0,0
151,"R 16, Main Road, Kalkaji, Delhi 110019",28.5603226,77.2667188,0,5,164.0,1
152,"140, Bhagwan Nagar, Delhi 110014",28.57914175,77.25871661527904,0,5,164.0,2
153,"82 A, C Extension, Delhi 110096",28.58066145,77.25741170875536,0,5,164.0,3
154,"2318, Lodhi Road Complex, Lodhi Road, Delhi 110003",28.5905859,77.2245784,0,5,164.0,4
155,"26, Part 1, Community Centre 3rdth Floor, East Of Kailash, Delhi 110065",28.5621143,77.2555218,0,5,164.0,5
156,"J-12 Phase 2, Delhi 110024",28.5368963,77.2674135,0,5,164.0,6
157,"C 16, Delhi 110001",28.54849475,77.23750210823171,0,5,164.0,7
158,"Plot No 3, Dabua Extn, Nit, Indl Area, Pali Road, Faridabad, Faridabad, Delhi 121001",28.5769233,77.2660263,0,5,164.0,8
159,"32, Main, Lodhi Colony, Delhi 110003",28.586203,77.2268576,0,5,164.0,9
160,"Vasant Plaza, Near Subway, Munirka, Delhi 110067",28.554886,77.1710841,0,5,164.0,10
161,"34/1, Yusuf Sarai, Delhi 110016",28.559678,77.2077419690489,0,5,164.0,11
162,"1h/26, Nit, Delhi 121001",28.5681409,77.1987107,0,5,164.0,12
163,"J 13, Mini Market, Delhi 110019",28.5845103,77.1920395,0,5,164.0,13
164,"K 38, Shri Krishna Mkt Khirki, Malviya Nagar, Delhi 110017",28.5366155,77.2122199,0,5,164.0,14
165,"E 169, Masjid Moth, Delhi 110048",28.54045305,77.23575220000001,0,5,164.0,15
166,"O - 17, Part 2, 17th Square, Lajpat Nagar, Delhi 110024",28.5692497,77.2388902,0,5,164.0,16
167,"1 2nd Floor, Pocket H & J Commercial Complex, Delhi 110076",28.54194793986313,77.2817487422441,0,5,164.0,17
168,"Mujesar, Delhi 121005",28.3661359,77.3066292,0,5,164.0,18
169,"Kalkaji, Delhi 110019",28.542546029,77.25490838464371,0,5,164.0,19
170,"B7, H 58-59, P S Estate, South Extn, Delhi 110049",28.5633766,77.2600597,0,5,164.0,20
171,"C - 24/1, Jamia Nagar, Delhi 110025",28.56386655,77.28014937323283,0,5,164.0,21
172,"23, New Market, Delhi 110007",28.5377121,77.2133844,0,5,164.0,22
173,"88 D, Sukhdev Vihar Road, Delhi 110025",28.5597477,77.2749004,0,5,164.0,23
174,"K-35, Green Park, Delhi 110016",28.5555374,77.2024966,0,5,164.0,24
175,"71 Scf-ii, Near Magpie, Sector 16a, Delhi 121001",28.5184574,77.22419134403279,0,5,164.0,25
176,"D 374, Defence Colony, Delhi 110024",28.573149,77.2378907,0,5,164.0,26
177,"E 106, Jawahar Park, Sainik Farm, Delhi 110062",28.503746,77.21607253402124,0,5,164.0,27
178,"J 1/162, Delhi 110027",28.52692315,77.25637382148926,0,5,164.0,28
179,"Connaught Place, Delhi",28.6314022,77.2193791,0,5,164.0,29
180,"Connaught Place, Delhi",28.6314022,77.2193791,0,6,160.99,0
181,"J 13, Mini Market, Delhi 110019",28.5845103,77.1920395,0,6,160.99,1
182,"1h/26, Nit, Delhi 121001",28.5681409,77.1987107,0,6,160.99,2
183,"34/1, Yusuf Sarai, Delhi 110016",28.559678,77.2077419690489,0,6,160.99,3
184,"Vasant Plaza, Near Subway, Munirka, Delhi 110067",28.554886,77.1710841,0,6,160.99,4
185,"32, Main, Lodhi Colony, Delhi 110003",28.586203,77.2268576,0,6,160.99,5
186,"Plot No 3, Dabua Extn, Nit, Indl Area, Pali Road, Faridabad, Faridabad, Delhi 121001",28.5769233,77.2660263,0,6,160.99,6
187,"C 16, Delhi 110001",28.54849475,77.23750210823171,0,6,160.99,7
188,"J-12 Phase 2, Delhi 110024",28.5368963,77.2674135,0,6,160.99,8
189,"26, Part 1, Community Centre 3rdth Floor, East Of Kailash, Delhi 110065",28.5621143,77.2555218,0,6,160.99,9
190,"2318, Lodhi Road Complex, Lodhi Road, Delhi 110003",28.5905859,77.2245784,0,6,160.99,10
191,"82 A, C Extension, Delhi 110096",28.58066145,77.25741170875536,0,6,160.99,11
192,"140, Bhagwan Nagar, Delhi 110014",28.57914175,77.25871661527904,0,6,160.99,12
193,"R 16, Main Road, Kalkaji, Delhi 110019",28.5603226,77.2667188,0,6,160.99,13
194,"K 38, Shri Krishna Mkt Khirki, Malviya Nagar, Delhi 110017",28.5366155,77.2122199,0,6,160.99,14
195,"E 169, Masjid Moth, Delhi 110048",28.54045305,77.23575220000001,0,6,160.99,15
196,"O - 17, Part 2, 17th Square, Lajpat Nagar, Delhi 110024",28.5692497,77.2388902,0,6,160.99,16
197,"1 2nd Floor, Pocket H & J Commercial Complex, Delhi 110076",28.54194793986313,77.2817487422441,0,6,160.99,17
198,"Mujesar, Delhi 121005",28.3661359,77.3066292,0,6,160.99,18
199,"Kalkaji, Delhi 110019",28.542546029,77.25490838464371,0,6,160.99,19
200,"B7, H 58-59, P S Estate, South Extn, Delhi 110049",28.5633766,77.2600597,0,6,160.99,20
201,"C - 24/1, Jamia Nagar, Delhi 110025",28.56386655,77.28014937323283,0,6,160.99,21
202,"23, New Market, Delhi 110007",28.5377121,77.2133844,0,6,160.99,22
203,"88 D, Sukhdev Vihar Road, Delhi 110025",28.5597477,77.2749004,0,6,160.99,23
204,"K-35, Green Park, Delhi 110016",28.5555374,77.2024966,0,6,160.99,24
205,"71 Scf-ii, Near Magpie, Sector 16a, Delhi 121001",28.5184574,77.22419134403279,0,6,160.99,25
206,"D 374, Defence Colony, Delhi 110024",28.573149,77.2378907,0,6,160.99,26
207,"E 106, Jawahar Park, Sainik Farm, Delhi 110062",28.503746,77.21607253402124,0,6,160.99,27
208,"J 1/162, Delhi 110027",28.52692315,77.25637382148926,0,6,160.99,28
209,"Connaught Place, Delhi",28.6314022,77.2193791,0,6,160.99,29
210,"Connaught Place, Delhi",28.6314022,77.2193791,0,7,159.87,0
211,"J 13, Mini Market, Delhi 110019",28.5845103,77.1920395,0,7,159.87,1
212,"Vasant Plaza, Near Subway, Munirka, Delhi 110067",28.554886,77.1710841,0,7,159.87,2
213,"34/1, Yusuf Sarai, Delhi 110016",28.559678,77.2077419690489,0,7,159.87,3
214,"1h/26, Nit, Delhi 121001",28.5681409,77.1987107,0,7,159.87,4
215,"32, Main, Lodhi Colony, Delhi 110003",28.586203,77.2268576,0,7,159.87,5
216,"Plot No 3, Dabua Extn, Nit, Indl Area, Pali Road, Faridabad, Faridabad, Delhi 121001",28.5769233,77.2660263,0,7,159.87,6
217,"C 16, Delhi 110001",28.54849475,77.23750210823171,0,7,159.87,7
218,"J-12 Phase 2, Delhi 110024",28.5368963,77.2674135,0,7,159.87,8
219,"26, Part 1, Community Centre 3rdth Floor, East Of Kailash, Delhi 110065",28.5621143,77.2555218,0,7,159.87,9
220,"2318, Lodhi Road Complex, Lodhi Road, Delhi 110003",28.5905859,77.2245784,0,7,159.87,10
221,"82 A, C Extension, Delhi 110096",28.58066145,77.25741170875536,0,7,159.87,11
222,"140, Bhagwan Nagar, Delhi 110014",28.57914175,77.25871661527904,0,7,159.87,12
223,"R 16, Main Road, Kalkaji, Delhi 110019",28.5603226,77.2667188,0,7,159.87,13
224,"K 38, Shri Krishna Mkt Khirki, Malviya Nagar, Delhi 110017",28.5366155,77.2122199,0,7,159.87,14
225,"E 169, Masjid Moth, Delhi 110048",28.54045305,77.23575220000001,0,7,159.87,15
226,"O - 17, Part 2, 17th Square, Lajpat Nagar, Delhi 110024",28.5692497,77.2388902,0,7,159.87,16
227,"1 2nd Floor, Pocket H & J Commercial Complex, Delhi 110076",28.54194793986313,77.2817487422441,0,7,159.87,17
228,"Mujesar, Delhi 121005",28.3661359,77.3066292,0,7,159.87,18
229,"Kalkaji, Delhi 110019",28.542546029,77.25490838464371,0,7,159.87,19
230,"B7, H 58-59, P S Estate, South Extn, Delhi 110049",28.5633766,77.2600597,0,7,159.87,20
231,"C - 24/1, Jamia Nagar, Delhi 110025",28.56386655,77.28014937323283,0,7,159.87,21
232,"23, New Market, Delhi 110007",28.5377121,77.2133844,0,7,159.87,22
233,"88 D, Sukhdev Vihar Road, Delhi 110025",28.5597477,77.2749004,0,7,159.87,23
234,"K-35, Green Park, Delhi 110016",28.5555374,77.2024966,0,7,159.87,24
235,"71 Scf-ii, Near Magpie, Sector 16a, Delhi 121001",28.5184574,77.22419134403279,0,7,159.87,25
236,"D 374, Defence Colony, Delhi 110024",28.573149,77.2378907,0,7,159.87,26
237,"E 106, Jawahar Park, Sainik Farm, Delhi 110062",28.503746,77.21607253402124,0,7,159.87,27
238,"J 1/162, Delhi 110027",28.52692315,77.25637382148926,0,7,159.87,28
239,"Connaught Place, Delhi",28.6314022,77.2193791,0,7,159.87,29
240,"Connaught Place, Delhi",28.6314022,77.2193791,0,8,159.85,0
241,"J 13, Mini Market, Delhi 110019",28.5845103,77.1920395,0,8,159.85,1
242,"D 374, Defence Colony, Delhi 110024",28.573149,77.2378907,0,8,159.85,2
243,"71 Scf-ii, Near Magpie, Sector 16a, Delhi 121001",28.5184574,77.22419134403279,0,8,159.85,3
244,"K-35, Green Park, Delhi 110016",28.5555374,77.2024966,0,8,159.85,4
245,"88 D, Sukhdev Vihar Road, Delhi 110025",28.5597477,77.2749004,0,8,159.85,5
246,"23, New Market, Delhi 110007",28.5377121,77.2133844,0,8,159.85,6
247,"C - 24/1, Jamia Nagar, Delhi 110025",28.56386655,77.28014937323283,0,8,159.85,7
248,"B7, H 58-59, P S Estate, South Extn, Delhi 110049",28.5633766,77.2600597,0,8,159.85,8
249,"Kalkaji, Delhi 110019",28.542546029,77.25490838464371,0,8,159.85,9
250,"Mujesar, Delhi 121005",28.3661359,77.3066292,0,8,159.85,10
251,"1 2nd Floor, Pocket H & J Commercial Complex, Delhi 110076",28.54194793986313,77.2817487422441,0,8,159.85,11
252,"O - 17, Part 2, 17th Square, Lajpat Nagar, Delhi 110024",28.5692497,77.2388902,0,8,159.85,12
253,"E 169, Masjid Moth, Delhi 110048",28.54045305,77.23575220000001,0,8,159.85,13
254,"K 38, Shri Krishna Mkt Khirki, Malviya Nagar, Delhi 110017",28.5366155,77.2122199,0,8,159.85,14
255,"R 16, Main Road, Kalkaji, Delhi 110019",28.5603226,77.2667188,0,8,159.85,15
256,"140, Bhagwan Nagar, Delhi 110014",28.57914175,77.25871661527904,0,8,159.85,16
257,"82 A, C Extension, Delhi 110096",28.58066145,77.25741170875536,0,8,159.85,17
258,"2318, Lodhi Road Complex, Lodhi Road, Delhi 110003",28.5905859,77.2245784,0,8,159.85,18
259,"26, Part 1, Community Centre 3rdth Floor, East Of Kailash, Delhi 110065",28.5621143,77.2555218,0,8,159.85,19
260,"J-12 Phase 2, Delhi 110024",28.5368963,77.2674135,0,8,159.85,20
261,"C 16, Delhi 110001",28.54849475,77.23750210823171,0,8,159.85,21
262,"Plot No 3, Dabua Extn, Nit, Indl Area, Pali Road, Faridabad, Faridabad, Delhi 121001",28.5769233,77.2660263,0,8,159.85,22
263,"32, Main, Lodhi Colony, Delhi 110003",28.586203,77.2268576,0,8,159.85,23
264,"1h/26, Nit, Delhi 121001",28.5681409,77.1987107,0,8,159.85,24
265,"34/1, Yusuf Sarai, Delhi 110016",28.559678,77.2077419690489,0,8,159.85,25
266,"Vasant Plaza, Near Subway, Munirka, Delhi 110067",28.554886,77.1710841,0,8,159.85,26
267,"E 106, Jawahar Park, Sainik Farm, Delhi 110062",28.503746,77.21607253402124,0,8,159.85,27
268,"J 1/162, Delhi 110027",28.52692315,77.25637382148926,0,8,159.85,28
269,"Connaught Place, Delhi",28.6314022,77.2193791,0,8,159.85,29
270,"Connaught Place, Delhi",28.6314022,77.2193791,0,9,158.73,0
271,"J 13, Mini Market, Delhi 110019",28.5845103,77.1920395,0,9,158.73,1
272,"J 1/162, Delhi 110027",28.52692315,77.25637382148926,0,9,158.73,2
273,"E 106, Jawahar Park, Sainik Farm, Delhi 110062",28.503746,77.21607253402124,0,9,158.73,3
274,"Vasant Plaza, Near Subway, Munirka, Delhi 110067",28.554886,77.1710841,0,9,158.73,4
275,"34/1, Yusuf Sarai, Delhi 110016",28.559678,77.2077419690489,0,9,158.73,5
276,"1h/26, Nit, Delhi 121001",28.5681409,77.1987107,0,9,158.73,6
277,"32, Main, Lodhi Colony, Delhi 110003",28.586203,77.2268576,0,9,158.73,7
278,"Plot No 3, Dabua Extn, Nit, Indl Area, Pali Road, Faridabad, Faridabad, Delhi 121001",28.5769233,77.2660263,0,9,158.73,8
279,"C 16, Delhi 110001",28.54849475,77.23750210823171,0,9,158.73,9
280,"J-12 Phase 2, Delhi 110024",28.5368963,77.2674135,0,9,158.73,10
281,"26, Part 1, Community Centre 3rdth Floor, East Of Kailash, Delhi 110065",28.5621143,77.2555218,0,9,158.73,11
282,"2318, Lodhi Road Complex, Lodhi Road, Delhi 110003",28.5905859,77.2245784,0,9,158.73,12
283,"82 A, C Extension, Delhi 110096",28.58066145,77.25741170875536,0,9,158.73,13
284,"140, Bhagwan Nagar, Delhi 110014",28.57914175,77.25871661527904,0,9,158.73,14
285,"R 16, Main Road, Kalkaji, Delhi 110019",28.5603226,77.2667188,0,9,158.73,15
