,Address,Latitude,Longitude,Zone,Page,Total Distance,Order
36,"Vikas Puri, Delhi 110018",28.6301441,77.0682683,1,1,204.4,10
37,"E 19, Plot No 7 Cghs, Balaji Complex, Dwarika, Delhi 110075",28.6148521,77.0490279,1,1,204.4,11
38,"A 27 Sector 5, Delhi 201301",28.59740795,77.05669444035006,1,1,204.4,12
39,"412, Gd-itl, Netaji Subhash Palace, Pitampura, Delhi 110034",28.6995123,77.1301047,1,1,204.4,13
40,"131, Raja Garden, Delhi 110015",28.652182,77.1263056,1,1,204.4,14
41,"4/11, Jai Dev Park, Punjabi Bagh, Delhi 110026",28.6673005,77.1373216,1,1,204.4,15
42,"K-113, Gurudwara Road, Near Santosh Park Primary School, Uttam Nagar, Delhi 110059",28.6190739,77.0566861,1,1,204.4,16
43,"C 3/1, Delhi 110052",28.75934455,77.09735407754992,1,1,204.4,17
44,"108, Delhi 110049",28.66418085,77.08805395000002,1,1,204.4,18
45,"B 1/31, New Moti Nagar, Delhi 110015",28.6637213,77.142878,1,1,204.4,19
46,"Wz 480, E 13, Tyagi Market, Basai Darapur, Delhi 110015",28.6572257,77.1327816,1,1,204.4,20
47,"D 191, Ring Road, Delhi 110015",28.6684172,77.136923,1,1,204.4,21
48,"206, C 3, Commercial Complex, Pooja House, Karampura, Delhi 110015",28.6647004,77.1468691,1,1,204.4,22
49,"38, Market No 1, Delhi 121001",28.5976698,77.04904787904695,1,1,204.4,23
50,"581 Phase 5, Udyog Vihar, Delhi 122001",28.68219895,77.0884870400779,1,1,204.4,24
51,"Connaught Place, Delhi",28.6314022,77.2193791,1,1,204.4,25
52,"Connaught Place, Delhi",28.6314022,77.2193791,1,2,201.29,0
53,"Plot 41, Gurgaon, Gurgaon, Delhi 122001",28.4692855,77.034447,1,2,201.29,1
54,"F 301/2, Friend Tower, Paschim Vihar, Delhi 110087",28.6695782,77.095956,1,2,201.29,2
55,"20b, Dsidc Shed, Tilak Nagar, Delhi 110018",28.6365482,77.0964961,1,2,201.29,3
56,"Unit 1 B-257, Naraina Indl Area, Delhi 110028",28.6321053,77.1370662,1,2,201.29,4
57,"F 12a, Sudarshan Park, Moti Nagar, Delhi 110015",28.6588044,77.1446329,1,2,201.29,5
58,"B1/154, Vishnu Garden, Delhi 110018",28.6524333,77.1000592,1,2,201.29,6
59,"Cb-109, Ring Road, Naraina, Delhi 110028",28.6220547,77.1386441,1,2,201.29,7
60,"E-38, Ring Road, Near Mayapuri Crossing, Rajouri Garden, Delhi 110027",28.6421518,77.11606037769263,1,2,201.29,8
61,"Rama Park Extension, Main Najafgarh Road, Delhi 110059",28.61516205,76.97752770209998,1,2,201.29,9
62,"Vikas Puri, Delhi 110018",28.6301441,77.0682683,1,2,201.29,10
63,"E 19, Plot No 7 Cghs, Balaji Complex, Dwarika, Delhi 110075",28.6148521,77.0490279,1,2,201.29,11
64,"A 27 Sector 5, Delhi 201301",28.59740795,77.05669444035006,1,2,201.29,12
65,"412, Gd-itl, Netaji Subhash Palace, Pitampura, Delhi 110034",28.6995123,77.1301047,1,2,201.29,13
66,"131, Raja Garden, Delhi 110015",28.652182,77.1263056,1,2,201.29,14
67,"4/11, Jai Dev Park, Punjabi Bagh, Delhi 110026",28.6673005,77.1373216,1,2,201.29,15
68,"K-113, Gurudwara Road, Near Santosh Park Primary School, Uttam Nagar, Delhi 110059",28.6190739,77.0566861,1,2,201.29,16
69,"C 3/1, Delhi 110052",28.75934455,77.09735407754992,1,2,201.29,17
70,"108, Delhi 110049",28.66418085,77.08805395000002,1,2,201.29,18
71,"B 1/31, New Moti Nagar, Delhi 110015",28.6637213,77.142878,1,2,201.29,19
72,"Wz 480, E 13, Tyagi Market, Basai Darapur, Delhi 110015",28.6572257,77.1327816,1,2,201.29,20
73,"D 191, Ring Road, Delhi 110015",28.6684172,77.136923,1,2,201.29,21
74,"206, C 3, Commercial Complex, Pooja House, Karampura, Delhi 110015",28.6647004,77.1468691,1,2,201.29,22
75,"38, Market No 1, Delhi 121001",28.5976698,77.04904787904695,1,2,201.29,23
76,"581 Phase 5, Udyog Vihar, Delhi 122001",28.68219895,77.0884870400779,1,2,201.29,24
77,"Connaught Place, Delhi",28.6314022,77.2193791,1,2,201.29,25
78,"Connaught Place, Delhi",28.6314022,77.2193791,1,3,200.58,0
79,"F 12a, Sudarshan Park, Moti Nagar, Delhi 110015",28.6588044,77.1446329,1,3,200.58,1
80,"Unit 1 B-257, Naraina Indl Area, Delhi 110028",28.6321053,77.1370662,1,3,200.58,2
81,"20b, Dsidc Shed, Tilak Nagar, Delhi 110018",28.6365482,77.0964961,1,3,200.58,3
82,"F 301/2, Friend Tower, Paschim Vihar, Delhi 110087",28.6695782,77.095956,1,3,200.58,4
83,"Plot 41, Gurgaon, Gurgaon, Delhi 122001",28.4692855,77.034447,1,3,200.58,5
84,"B1/154, Vishnu Garden, Delhi 110018",28.6524333,77.1000592,1,3,200.58,6
85,"Cb-109, Ring Road, Naraina, Delhi 110028",28.6220547,77.1386441,1,3,200.58,7
86,"E-38, Ring Road, Near Mayapuri Crossing, Rajouri Garden, Delhi 110027",28.6421518,77.11606037769263,1,3,200.58,8
87,"Rama Park Extension, Main Najafgarh Road, Delhi 110059",28.61516205,76.97752770209998,1,3,200.58,9
88,"Vikas Puri, Delhi 110018",28.6301441,77.0682683,1,3,200.58,10
89,"E 19, Plot No 7 Cghs, Balaji Complex, Dwarika, Delhi 110075",28.6148521,77.0490279,1,3,200.58,11
90,"A 27 Sector 5, Delhi 201301",28.59740795,77.05669444035006,1,3,200.58,12
91,"412, Gd-itl, Netaji Subhash Palace, Pitampura, Delhi 110034",28.6995123,77.1301047,1,3,200.58,13
92,"131, Raja Garden, Delhi 110015",28.652182,77.1263056,1,3,200.58,14
93,"4/11, Jai Dev Park, Punjabi Bagh, Delhi 110026",28.6673005,77.1373216,1,3,200.58,15
94,"K-113, Gurudwara Road, Near Santosh Park Primary School, Uttam Nagar, Delhi 110059",28.6190739,77.0566861,1,3,200.58,16
95,"C 3/1, Delhi 110052",28.75934455,77.09735407754992,1,3,200.58,17
96,"108, Delhi 110049",28.66418085,77.08805395000002,1,3,200.58,18
97,"B 1/31, New Moti Nagar, Delhi 110015",28.6637213,77.142878,1,3,200.58,19
98,"Wz 480, E 13, Tyagi Market, Basai Darapur, Delhi 110015",28.6572257,77.1327816,1,3,200.58,20
99,"D 191, Ring Road, Delhi 110015",28.6684172,77.136923,1,3,200.58,21
100,"206, C 3, Commercial Complex, Pooja House, Karampura, Delhi 110015",28.6647004,77.1468691,1,3,200.58,22
101,"38, Market No 1, Delhi 121001",28.5976698,77.04904787904695,1,3,200.58,23
102,"581 Phase 5, Udyog Vihar, Delhi 122001",28.68219895,77.0884870400779,1,3,200.58,24
103,"Connaught Place, Delhi",28.6314022,77.2193791,1,3,200.58,25
104,"Connaught Place, Delhi",28.6314022,77.2193791,1,4,200.35,0
105,"A 27 Sector 5, Delhi 201301",28.59740795,77.05669444035006,1,4,200.35,1
106,"E 19, Plot No 7 Cghs, Balaji Complex, Dwarika, Delhi 110075",28.6148521,77.0490279,1,4,200.35,2
107,"Vikas Puri, Delhi 110018",28.6301441,77.0682683,1,4,200.35,3
108,"Rama Park Extension, Main Najafgarh Road, Delhi 110059",28.61516205,76.97752770209998,1,4,200.35,4
109,"E-38, Ring Road, Near Mayapuri Crossing, Rajouri Garden, Delhi 110027",28.6421518,77.11606037769263,1,4,200.35,5
110,"Cb-109, Ring Road, Naraina, Delhi 110028",28.6220547,77.1386441,1,4,200.35,6
111,"B1/154, Vishnu Garden, Delhi 110018",28.6524333,77.1000592,1,4,200.35,7
112,"Plot 41, Gurgaon, Gurgaon, Delhi 122001",28.4692855,77.034447,1,4,200.35,8
113,"F 301/2, Friend Tower, Paschim Vihar, Delhi 110087",28.6695782,77.095956,1,4,200.35,9
114,"20b, Dsidc Shed, Tilak Nagar, Delhi 110018",28.6365482,77.0964961,1,4,200.35,10
115,"Unit 1 B-257, Naraina Indl Area, Delhi 110028",28.6321053,77.1370662,1,4,200.35,11
116,"F 12a, Sudarshan Park, Moti Nagar, Delhi 110015",28.6588044,77.1446329,1,4,200.35,12
117,"412, Gd-itl, Netaji Subhash Palace, Pitampura, Delhi 110034",28.6995123,77.1301047,1,4,200.35,13
118,"131, Raja Garden, Delhi 110015",28.652182,77.1263056,1,4,200.35,14
119,"4/11, Jai Dev Park, Punjabi Bagh, Delhi 110026",28.6673005,77.1373216,1,4,200.35,15
120,"K-113, Gurudwara Road, Near Santosh Park Primary School, Uttam Nagar, Delhi 110059",28.6190739,77.0566861,1,4,200.35,16
121,"C 3/1, Delhi 110052",28.75934455,77.09735407754992,1,4,200.35,17
122,"108, Delhi 110049",28.66418085,77.08805395000002,1,4,200.35,18
123,"B 1/31, New Moti Nagar, Delhi 110015",28.6637213,77.142878,1,4,200.35,19
124,"Wz 480, E 13, Tyagi Market, Basai Darapur, Delhi 110015",28.6572257,77.1327816,1,4,200.35,20
125,"D 191, Ring Road, Delhi 110015",28.6684172,77.136923,1,4,200.35,21
126,"206, C 3, Commercial Complex, Pooja House, Karampura, Delhi 110015",28.6647004,77.1468691,1,4,200.35,22
127,"38, Market No 1, Delhi 121001",28.5976698,77.04904787904695,1,4,200.35,23
128,"581 Phase 5, Udyog Vihar, Delhi 122001",28.68219895,77.0884870400779,1,4,200.35,24
129,"Connaught Place, Delhi",28.6314022,77.2193791,1,4,200.35,25
130,"Connaught Place, Delhi",28.6314022,77.2193791,1,5,199.4,0
131,"412, Gd-itl, Netaji Subhash Palace, Pitampura, Delhi 110034",28.6995123,77.1301047,1,5,199.4,1
132,"F 12a, Sudarshan Park, Moti Nagar, Delhi 110015",28.6588044,77.1446329,1,5,199.4,2
133,"Unit 1 B-257, Naraina Indl Area, Delhi 110028",28.6321053,77.1370662,1,5,199.4,3
134,"20b, Dsidc Shed, Tilak Nagar, Delhi 110018",28.6365482,77.0964961,1,5,199.4,4
135,"F 301/2, Friend Tower, Paschim Vihar, Delhi 110087",28.6695782,77.095956,1,5,199.4,5
136,"Plot 41, Gurgaon, Gurgaon, Delhi 122001",28.4692855,77.034447,1,5,199.4,6
137,"B1/154, Vishnu Garden, Delhi 110018",28.6524333,77.1000592,1,5,199.4,7
138,"Cb-109, Ring Road, Naraina, Delhi 110028",28.6220547,77.1386441,1,5,199.4,8
139,"E-38, Ring Road, Near Mayapuri Crossing, Rajouri Garden, Delhi 110027",28.6421518,77.11606037769263,1,5,199.4,9
140,"Rama Park Extension, Main Najafgarh Road, Delhi 110059",28.61516205,76.97752770209998,1,5,199.4,10
141,"Vikas Puri, Delhi 110018",28.6301441,77.0682683,1,5,199.4,11
142,"E 19, Plot No 7 Cghs, Balaji Complex, Dwarika, Delhi 110075",28.6148521,77.0490279,1,5,199.4,12
143,"A 27 Sector 5, Delhi 201301",28.59740795,77.05669444035006,1,5,199.4,13
144,"131, Raja Garden, Delhi 110015",28.652182,77.1263056,1,5,199.4,14
145,"4/11, Jai Dev Park, Punjabi Bagh, Delhi 110026",28.6673005,77.1373216,1,5,199.4,15
146,"K-113, Gurudwara Road, Near Santosh Park Primary School, Uttam Nagar, Delhi 110059",28.6190739,77.0566861,1,5,199.4,16
147,"C 3/1, Delhi 110052",28.75934455,77.09735407754992,1,5,199.4,17
148,"108, Delhi 110049",28.66418085,77.08805395000002,1,5,199.4,18
149,"B 1/31, New Moti Nagar, Delhi 110015",28.6637213,77.142878,1,5,199.4,19
150,"Wz 480, E 13, Tyagi Market, Basai Darapur, Delhi 110015",28.6572257,77.1327816,1,5,199.4,20
151,"D 191, Ring Road, Delhi 110015",28.6684172,77.136923,1,5,199.4,21
152,"206, C 3, Commercial Complex, Pooja House, Karampura, Delhi 110015",28.6647004,77.1468691,1,5,199.4,22
153,"38, Market No 1, Delhi 121001",28.5976698,77.04904787904695,1,5,199.4,23
154,"581 Phase 5, Udyog Vihar, Delhi 122001",28.68219895,77.0884870400779,1,5,199.4,24
155,"Connaught Place, Delhi",28.6314022,77.2193791,1,5,199.4,25
156,"Connaught Place, Delhi",28.6314022,77.2193791,1,6,198.89,0
157,"131, Raja Garden, Delhi 110015",28.652182,77.1263056,1,6,198.89,1
158,"A 27 Sector 5, Delhi 201301",28.59740795,77.05669444035006,1,6,198.89,2
159,"E 19, Plot No 7 Cghs, Balaji Complex, Dwarika, Delhi 110075",28.6148521,77.0490279,1,6,198.89,3
160,"Vikas Puri, Delhi 110018",28.6301441,77.0682683,1,6,198.89,4
161,"Rama Park Extension, Main Najafgarh Road, Delhi 110059",28.61516205,76.97752770209998,1,6,198.89,5
162,"E-38, Ring Road, Near Mayapuri Crossing, Rajouri Garden, Delhi 110027",28.6421518,77.11606037769263,1,6,198.89,6
163,"Cb-109, Ring Road, Naraina, Delhi 110028",28.6220547,77.1386441,1,6,198.89,7
164,"B1/154, Vishnu Garden, Delhi 110018",28.6524333,77.1000592,1,6,198.89,8
165,"Plot 41, Gurgaon, Gurgaon, Delhi 122001",28.4692855,77.034447,1,6,198.89,9
166,"F 301/2, Friend Tower, Paschim Vihar, Delhi 110087",28.6695782,77.095956,1,6,198.89,10
167,"20b, Dsidc Shed, Tilak Nagar, Delhi 110018",28.6365482,77.0964961,1,6,198.89,11
168,"Unit 1 B-257, Naraina Indl Area, Delhi 110028",28.6321053,77.1370662,1,6,198.89,12
169,"F 12a, Sudarshan Park, Moti Nagar, Delhi 110015",28.6588044,77.1446329,1,6,198.89,13
170,"412, Gd-itl, Netaji Subhash Palace, Pitampura, Delhi 110034",28.6995123,77.1301047,1,6,198.89,14
171,"4/11, Jai Dev Park, Punjabi Bagh, Delhi 110026",28.6673005,77.1373216,1,6,198.89,15
172,"K-113, Gurudwara Road, Near Santosh Park Primary School, Uttam Nagar, Delhi 110059",28.6190739,77.0566861,1,6,198.89,16
173,"C 3/1, Delhi 110052",28.75934455,77.09735407754992,1,6,198.89,17
174,"108, Delhi 110049",28.66418085,77.08805395000002,1,6,198.89,18
175,"B 1/31, New Moti Nagar, Delhi 110015",28.6637213,77.142878,1,6,198.89,19
176,"Wz 480, E 13, Tyagi Market, Basai Darapur, Delhi 110015",28.6572257,77.1327816,1,6,198.89,20
177,"D 191, Ring Road, Delhi 110015",28.6684172,77.136923,1,6,198.89,21
178,"206, C 3, Commercial Complex, Pooja House, Karampura, Delhi 110015",28.6647004,77.1468691,1,6,198.89,22
179,"38, Market No 1, Delhi 121001",28.5976698,77.04904787904695,1,6,198.89,23
180,"581 Phase 5, Udyog Vihar, Delhi 122001",28.68219895,77.0884870400779,1,6,198.89,24
181,"Connaught Place, Delhi",28.6314022,77.2193791,1,6,198.89,25
182,"Connaught Place, Delhi",28.6314022,77.2193791,1,7,196.67,0
183,"4/11, Jai Dev Park, Punjabi Bagh, Delhi 110026",28.6673005,77.1373216,1,7,196.67,1
184,"412, Gd-itl, Netaji Subhash Palace, Pitampura, Delhi 110034",28.6995123,77.1301047,1,7,196.67,2
185,"F 12a, Sudarshan Park, Moti Nagar, Delhi 110015",28.6588044,77.1446329,1,7,196.67,3
186,"Unit 1 B-257, Naraina Indl Area, Delhi 110028",28.6321053,77.1370662,1,7,196.67,4
187,"20b, Dsidc Shed, Tilak Nagar, Delhi 110018",28.6365482,77.0964961,1,7,196.67,5
188,"F 301/2, Friend Tower, Paschim Vihar, Delhi 110087",28.6695782,77.095956,1,7,196.67,6
189,"Plot 41, Gurgaon, Gurgaon, Delhi 122001",28.4692855,77.034447,1,7,196.67,7
190,"B1/154, Vishnu Garden, Delhi 110018",28.6524333,77.1000592,1,7,196.67,8
191,"Cb-109, Ring Road, Naraina, Delhi 110028",28.6220547,77.1386441,1,7,196.67,9
192,"E-38, Ring Road, Near Mayapuri Crossing, Rajouri Garden, Delhi 110027",28.6421518,77.11606037769263,1,7,196.67,10
193,"Rama Park Extension, Main Najafgarh Road, Delhi 110059",28.61516205,76.97752770209998,1,7,196.67,11
194,"Vikas Puri, Delhi 110018",28.6301441,77.0682683,1,7,196.67,12
195,"E 19, Plot No 7 Cghs, Balaji Complex, Dwarika, Delhi 110075",28.6148521,77.0490279,1,7,196.67,13
196,"A 27 Sector 5, Delhi 201301",28.59740795,77.05669444035006,1,7,196.67,14
197,"131, Raja Garden, Delhi 110015",28.652182,77.1263056,1,7,196.67,15
198,"K-113, Gurudwara Road, Near Santosh Park Primary School, Uttam Nagar, Delhi 110059",28.6190739,77.0566861,1,7,196.67,16
199,"C 3/1, Delhi 110052",28.75934455,77.09735407754992,1,7,196.67,17
200,"108, Delhi 110049",28.66418085,77.08805395000002,1,7,196.67,18
201,"B 1/31, New Moti Nagar, Delhi 110015",28.6637213,77.142878,1,7,196.67,19
202,"Wz 480, E 13, Tyagi Market, Basai Darapur, Delhi 110015",28.6572257,77.1327816,1,7,196.67,20
203,"D 191, Ring Road, Delhi 110015",28.6684172,77.136923,1,7,196.67,21
204,"206, C 3, Commercial Complex, Pooja House, Karampura, Delhi 110015",28.6647004,77.1468691,1,7,196.67,22
205,"38, Market No 1, Delhi 121001",28.5976698,77.04904787904695,1,7,196.67,23
206,"581 Phase 5, Udyog Vihar, Delhi 122001",28.68219895,77.0884870400779,1,7,196.67,24
207,"Connaught Place, Delhi",28.6314022,77.2193791,1,7,196.67,25
208,"Connaught Place, Delhi",28.6314022,77.2193791,1,8,196.37,0
209,"108, Delhi 110049",28.66418085,77.08805395000002,1,8,196.37,1
210,"C 3/1, Delhi 110052",28.75934455,77.09735407754992,1,8,196.37,2
211,"K-113, Gurudwara Road, Near Santosh Park Primary School, Uttam Nagar, Delhi 110059",28.6190739,77.0566861,1,8,196.37,3
212,"131, Raja Garden, Delhi 110015",28.652182,77.1263056,1,8,196.37,4
213,"A 27 Sector 5, Delhi 201301",28.59740795,77.05669444035006,1,8,196.37,5
214,"E 19, Plot No 7 Cghs, Balaji Complex, Dwarika, Delhi 110075",28.6148521,77.0490279,1,8,196.37,6
215,"Vikas Puri, Delhi 110018",28.6301441,77.0682683,1,8,196.37,7
216,"Rama Park Extension, Main Najafgarh Road, Delhi 110059",28.61516205,76.97752770209998,1,8,196.37,8
217,"E-38, Ring Road, Near Mayapuri Crossing, Rajouri Garden, Delhi 110027",28.6421518,77.11606037769263,1,8,196.37,9
218,"Cb-109, Ring Road, Naraina, Delhi 110028",28.6220547,77.1386441,1,8,196.37,10
219,"B1/154, Vishnu Garden, Delhi 110018",28.6524333,77.1000592,1,8,196.37,11
220,"Plot 41, Gurgaon, Gurgaon, Delhi 122001",28.4692855,77.034447,1,8,196.37,12
221,"F 301/2, Friend Tower, Paschim Vihar, Delhi 110087",28.6695782,77.095956,1,8,196.37,13
222,"20b, Dsidc Shed, Tilak Nagar, Delhi 110018",28.6365482,77.0964961,1,8,196.37,14
223,"Unit 1 B-257, Naraina Indl Area, Delhi 110028",28.6321053,77.1370662,1,8,196.37,15
224,"F 12a, Sudarshan Park, Moti Nagar, Delhi 110015",28.6588044,77.1446329,1,8,196.37,16
225,"412, Gd-itl, Netaji Subhash Palace, Pitampura, Delhi 110034",28.6995123,77.1301047,1,8,196.37,17
226,"4/11, Jai Dev Park, Punjabi Bagh, Delhi 110026",28.6673005,77.1373216,1,8,196.37,18
227,"B 1/31, New Moti Nagar, Delhi 110015",28.6637213,77.142878,1,8,196.37,19
228,"Wz 480, E 13, Tyagi Market, Basai Darapur, Delhi 110015",28.6572257,77.1327816,1,8,196.37,20
229,"D 191, Ring Road, Delhi 110015",28.6684172,77.136923,1,8,196.37,21
230,"206, C 3, Commercial Complex, Pooja House, Karampura, Delhi 110015",28.6647004,77.1468691,1,8,196.37,22
231,"38, Market No 1, Delhi 121001",28.5976698,77.04904787904695,1,8,196.37,23
232,"581 Phase 5, Udyog Vihar, Delhi 122001",28.68219895,77.0884870400779,1,8,196.37,24
233,"Connaught Place, Delhi",28.6314022,77.2193791,1,8,196.37,25
234,"Connaught Place, Delhi",28.6314022,77.2193791,1,9,194.54,0
235,"B 1/31, New Moti Nagar, Delhi 110015",28.6637213,77.142878,1,9,194.54,1
236,"4/11, Jai Dev Park, Punjabi Bagh, Delhi 110026",28.6673005,77.1373216,1,9,194.54,2
237,"412, Gd-itl, Netaji Subhash Palace, Pitampura, Delhi 110034",28.6995123,77.1301047,1,9,194.54,3
238,"F 12a, Sudarshan Park, Moti Nagar, Delhi 110015",28.6588044,77.1446329,1,9,194.54,4
239,"Unit 1 B-257, Naraina Indl Area, Delhi 110028",28.6321053,77.1370662,1,9,194.54,5
240,"20b, Dsidc Shed, Tilak Nagar, Delhi 110018",28.6365482,77.0964961,1,9,194.54,6
241,"F 301/2, Friend Tower, Paschim Vihar, Delhi 110087",28.6695782,77.095956,1,9,194.54,7
242,"Plot 41, Gurgaon, Gurgaon, Delhi 122001",28.4692855,77.034447,1,9,194.54,8
243,"B1/154, Vishnu Garden, Delhi 110018",28.6524333,77.1000592,1,9,194.54,9
244,"Cb-109, Ring Road, Naraina, Delhi 110028",28.6220547,77.1386441,1,9,194.54,10
245,"E-38, Ring Road, Near Mayapuri Crossing, Rajouri Garden, Delhi 110027",28.6421518,77.11606037769263,1,9,194.54,11
246,"Rama Park Extension, Main Najafgarh Road, Delhi 110059",28.61516205,76.97752770209998,1,9,194.54,12
247,"Vikas Puri, Delhi 110018",28.6301441,77.0682683,1,9,194.54,13
248,"E 19, Plot No 7 Cghs, Balaji Complex, Dwarika, Delhi 110075",28.6148521,77.0490279,1,9,194.54,14
249,"A 27 Sector 5, Delhi 201301",28.59740795,77.05669444035006,1,9,194.54,15
250,"131, Raja Garden, Delhi 110015",28.652182,77.1263056,1,9,194.54,16
251,"K-113, Gurudwara Road, Near Santosh Park Primary School, Uttam Nagar, Delhi 110059",28.6190739,77.0566861,1,9,194.54,17
252,"C 3/1, Delhi 110052",28.75934455,77.09735407754992,1,9,194.54,18
253,"108, Delhi 110049",28.66418085,77.08805395000002,1,9,194.54,19
254,"Wz 480, E 13, Tyagi Market, Basai Darapur, Delhi 110015",28.6572257,77.1327816,1,9,194.54,20
255,"D 191, Ring Road, Delhi 110015",28.6684172,77.136923,1,9,194.54,21
256,"206, C 3, Commercial Complex, Pooja House, Karampura, Delhi 110015",28.6647004,77.1468691,1,9,194.54,22
257,"38, Market No 1, Delhi 121001",28.5976698,77.04904787904695,1,9,194.54,23
258,"581 Phase 5, Udyog Vihar, Delhi 122001",28.68219895,77.0884870400779,1,9,194.54,24
259,"Connaught Place, Delhi",28.6314022,77.2193791,1,9,194.54,25
260,"Connaught Place, Delhi",28.6314022,77.2193791,1,10,193.87,0
261,"206, C 3, Commercial Complex, Pooja House, Karampura, Delhi 110015",28.6647004,77.1468691,1,10,193.87,1
262,"D 191, Ring Road, Delhi 110015",28.6684172,77.136923,1,10,193.87,2
263,"Wz 480, E 13, Tyagi Market, Basai Darapur, Delhi 110015",28.6572257,77.1327816,1,10,193.87,3
264,"108, Delhi 110049",28.66418085,77.08805395000002,1,10,193.87,4
265,"C 3/1, Delhi 110052",28.75934455,77.09735407754992,1,10,193.87,5
266,"K-113, Gurudwara Road, Near Santosh Park Primary School, Uttam Nagar, Delhi 110059",28.6190739,77.0566861,1,10,193.87,6
267,"131, Raja Garden, Delhi 110015",28.652182,77.1263056,1,10,193.87,7
268,"A 27 Sector 5, Delhi 201301",28.59740795,77.05669444035006,1,10,193.87,8
269,"E 19, Plot No 7 Cghs, Balaji Complex, Dwarika, Delhi 110075",28.6148521,77.0490279,1,10,193.87,9
270,"Vikas Puri, Delhi 110018",28.6301441,77.0682683,1,10,193.87,10
271,"Rama Park Extension, Main Najafgarh Road, Delhi 110059",28.61516205,76.97752770209998,1,10,193.87,11
272,"E-38, Ring Road, Near Mayapuri Crossing, Rajouri Garden, Delhi 110027",28.6421518,77.11606037769263,1,10,193.87,12
273,"Cb-109, Ring Road, Naraina, Delhi 110028",28.6220547,77.1386441,1,10,193.87,13
274,"B1/154, Vishnu Garden, Delhi 110018",28.6524333,77.1000592,1,10,193.87,14
