,Address,Latitude,Longitude,Zone,Page,Total Distance,Order
49,"834, Shalimar Garden Extn 1, Sahibabad, Ghaziabad, Delhi 201001",28.6722772,77.3700121,3,2,98.64,11
50,"G 9, Part 2, Neel Kanth Chamber, Saini Enclave, Delhi 110092",28.6522939,77.30553030048932,3,2,98.64,12
51,"110 A 1st Floor, Delhi 110091",28.608135091203348,77.30101979939349,3,2,98.64,13
52,"Shahdara, Dilshad Garden, Delhi 110095",28.6777276,77.3232072,3,2,98.64,14
53,"Sh No 10, Opp Nirulas, Preet Vihar, Delhi 110092",28.6377532,77.2951746,3,2,98.64,15
54,"C 423, Nirman Vihar, Delhi 110092",28.6342214,77.28807698430413,3,2,98.64,16
55,"R-40, Vikas Marg Extn, Main Bus Stop, Shakarpur, Delhi 110092",28.6306797,77.2818984,3,2,98.64,17
56,"Connaught Place, Delhi",28.6314022,77.2193791,3,2,98.64,18
57,"Connaught Place, Delhi",28.6314022,77.2193791,3,3,97.6,0
58,"317 Phase 2, Pocket D, Delhi 110091",28.6039267,77.2903476,3,3,97.6,1
59,"B-42, Patparganj Road, Near Paliwal Dharmshala, Guru Nanak Pura, Delhi 110092",28.6024541,77.3141628,3,3,97.6,2
60,"787, Noida, Noida, Delhi 201301",28.6292302,77.38416795,3,3,97.6,3
61,"63-64, Main Market, Subzi Mandi, Delhi 110007",28.63551235,77.32148223170245,3,3,97.6,4
62,"Maliwara, Vasant Marg, Opp Syndicate Bank, Ghaziabad, Ghaziabad, Delhi 201001",28.7387381,77.3143986,3,3,97.6,5
63,"D-5, Opp. Balaji Mandir, Vivek Vihar, Delhi 110095",28.6691641,77.31226695421603,3,3,97.6,6
64,"32d, Fruit Garden, Railway Road, Delhi 121001",28.6716769,77.3162988,3,3,97.6,7
65,"G 90, Vijay Chowk, Laxmi Nagar, Delhi 110092",28.635087,77.2781101751352,3,3,97.6,8
66,"G 1, Ashish Complex, New Rajdhani Enclave, Delhi 110092",28.64177085,77.2941447628349,3,3,97.6,9
67,"Budh Vihar, Delhi 110041",28.6908619,77.2795338,3,3,97.6,10
68,"834, Shalimar Garden Extn 1, Sahibabad, Ghaziabad, Delhi 201001",28.6722772,77.3700121,3,3,97.6,11
69,"G 9, Part 2, Neel Kanth Chamber, Saini Enclave, Delhi 110092",28.6522939,77.30553030048932,3,3,97.6,12
70,"110 A 1st Floor, Delhi 110091",28.608135091203348,77.30101979939349,3,3,97.6,13
71,"Shahdara, Dilshad Garden, Delhi 110095",28.6777276,77.3232072,3,3,97.6,14
72,"Sh No 10, Opp Nirulas, Preet Vihar, Delhi 110092",28.6377532,77.2951746,3,3,97.6,15
73,"C 423, Nirman Vihar, Delhi 110092",28.6342214,77.28807698430413,3,3,97.6,16
74,"R-40, Vikas Marg Extn, Main Bus Stop, Shakarpur, Delhi 110092",28.6306797,77.2818984,3,3,97.6,17
75,"Connaught Place, Delhi",28.6314022,77.2193791,3,3,97.6,18
76,"Connaught Place, Delhi",28.6314022,77.2193791,3,4,94.99,0
77,"G 9, Part 2, Neel Kanth Chamber, Saini Enclave, Delhi 110092",28.6522939,77.30553030048932,3,4,94.99,1
78,"834, Shalimar Garden Extn 1, Sahibabad, Ghaziabad, Delhi 201001",28.6722772,77.3700121,3,4,94.99,2
79,"Budh Vihar, Delhi 110041",28.6908619,77.2795338,3,4,94.99,3
80,"G 1, Ashish Complex, New Rajdhani Enclave, Delhi 110092",28.64177085,77.2941447628349,3,4,94.99,4
81,"G 90, Vijay Chowk, Laxmi Nagar, Delhi 110092",28.635087,77.2781101751352,3,4,94.99,5
82,"32d, Fruit Garden, Railway Road, Delhi 121001",28.6716769,77.3162988,3,4,94.99,6
83,"D-5, Opp. Balaji Mandir, Vivek Vihar, Delhi 110095",28.6691641,77.31226695421603,3,4,94.99,7
84,"Maliwara, Vasant Marg, Opp Syndicate Bank, Ghaziabad, Ghaziabad, Delhi 201001",28.7387381,77.3143986,3,4,94.99,8
85,"63-64, Main Market, Subzi Mandi, Delhi 110007",28.63551235,77.32148223170245,3,4,94.99,9
86,"787, Noida, Noida, Delhi 201301",28.6292302,77.38416795,3,4,94.99,10
87,"B-42, Patparganj Road, Near Paliwal Dharmshala, Guru Nanak Pura, Delhi 110092",28.6024541,77.3141628,3,4,94.99,11
88,"317 Phase 2, Pocket D, Delhi 110091",28.6039267,77.2903476,3,4,94.99,12
89,"110 A 1st Floor, Delhi 110091",28.608135091203348,77.30101979939349,3,4,94.99,13
90,"Shahdara, Dilshad Garden, Delhi 110095",28.6777276,77.3232072,3,4,94.99,14
91,"Sh No 10, Opp Nirulas, Preet Vihar, Delhi 110092",28.6377532,77.2951746,3,4,94.99,15
92,"C 423, Nirman Vihar, Delhi 110092",28.6342214,77.28807698430413,3,4,94.99,16
93,"R-40, Vikas Marg Extn, Main Bus Stop, Shakarpur, Delhi 110092",28.6306797,77.2818984,3,4,94.99,17
94,"Connaught Place, Delhi",28.6314022,77.2193791,3,4,94.99,18
95,"Connaught Place, Delhi",28.6314022,77.2193791,3,5,89.94,0
96,"110 A 1st Floor, Delhi 110091",28.608135091203348,77.30101979939349,3,5,89.94,1
97,"317 Phase 2, Pocket D, Delhi 110091",28.6039267,77.2903476,3,5,89.94,2
98,"B-42, Patparganj Road, Near Paliwal Dharmshala, Guru Nanak Pura, Delhi 110092",28.6024541,77.3141628,3,5,89.94,3
99,"787, Noida, Noida, Delhi 201301",28.6292302,77.38416795,3,5,89.94,4
100,"63-64, Main Market, Subzi Mandi, Delhi 110007",28.63551235,77.32148223170245,3,5,89.94,5
101,"Maliwara, Vasant Marg, Opp Syndicate Bank, Ghaziabad, Ghaziabad, Delhi 201001",28.7387381,77.3143986,3,5,89.94,6
102,"D-5, Opp. Balaji Mandir, Vivek Vihar, Delhi 110095",28.6691641,77.31226695421603,3,5,89.94,7
103,"32d, Fruit Garden, Railway Road, Delhi 121001",28.6716769,77.3162988,3,5,89.94,8
104,"G 90, Vijay Chowk, Laxmi Nagar, Delhi 110092",28.635087,77.2781101751352,3,5,89.94,9
105,"G 1, Ashish Complex, New Rajdhani Enclave, Delhi 110092",28.64177085,77.2941447628349,3,5,89.94,10
106,"Budh Vihar, Delhi 110041",28.6908619,77.2795338,3,5,89.94,11
107,"834, Shalimar Garden Extn 1, Sahibabad, Ghaziabad, Delhi 201001",28.6722772,77.3700121,3,5,89.94,12
108,"G 9, Part 2, Neel Kanth Chamber, Saini Enclave, Delhi 110092",28.6522939,77.30553030048932,3,5,89.94,13
109,"Shahdara, Dilshad Garden, Delhi 110095",28.6777276,77.3232072,3,5,89.94,14
110,"Sh No 10, Opp Nirulas, Preet Vihar, Delhi 110092",28.6377532,77.2951746,3,5,89.94,15
111,"C 423, Nirman Vihar, Delhi 110092",28.6342214,77.28807698430413,3,5,89.94,16
112,"R-40, Vikas Marg Extn, Main Bus Stop, Shakarpur, Delhi 110092",28.6306797,77.2818984,3,5,89.94,17
113,"Connaught Place, Delhi",28.6314022,77.2193791,3,5,89.94,18
114,"Connaught Place, Delhi",28.6314022,77.2193791,3,6,88.67,0
115,"110 A 1st Floor, Delhi 110091",28.608135091203348,77.30101979939349,3,6,88.67,1
116,"317 Phase 2, Pocket D, Delhi 110091",28.6039267,77.2903476,3,6,88.67,2
117,"B-42, Patparganj Road, Near Paliwal Dharmshala, Guru Nanak Pura, Delhi 110092",28.6024541,77.3141628,3,6,88.67,3
118,"63-64, Main Market, Subzi Mandi, Delhi 110007",28.63551235,77.32148223170245,3,6,88.67,4
119,"787, Noida, Noida, Delhi 201301",28.6292302,77.38416795,3,6,88.67,5
120,"Maliwara, Vasant Marg, Opp Syndicate Bank, Ghaziabad, Ghaziabad, Delhi 201001",28.7387381,77.3143986,3,6,88.67,6
121,"D-5, Opp. Balaji Mandir, Vivek Vihar, Delhi 110095",28.6691641,77.31226695421603,3,6,88.67,7
122,"32d, Fruit Garden, Railway Road, Delhi 121001",28.6716769,77.3162988,3,6,88.67,8
123,"G 90, Vijay Chowk, Laxmi Nagar, Delhi 110092",28.635087,77.2781101751352,3,6,88.67,9
124,"G 1, Ashish Complex, New Rajdhani Enclave, Delhi 110092",28.64177085,77.2941447628349,3,6,88.67,10
125,"Budh Vihar, Delhi 110041",28.6908619,77.2795338,3,6,88.67,11
126,"834, Shalimar Garden Extn 1, Sahibabad, Ghaziabad, Delhi 201001",28.6722772,77.3700121,3,6,88.67,12
127,"G 9, Part 2, Neel Kanth Chamber, Saini Enclave, Delhi 110092",28.6522939,77.30553030048932,3,6,88.67,13
128,"Shahdara, Dilshad Garden, Delhi 110095",28.6777276,77.3232072,3,6,88.67,14
129,"Sh No 10, Opp Nirulas, Preet Vihar, Delhi 110092",28.6377532,77.2951746,3,6,88.67,15
130,"C 423, Nirman Vihar, Delhi 110092",28.6342214,77.28807698430413,3,6,88.67,16
131,"R-40, Vikas Marg Extn, Main Bus Stop, Shakarpur, Delhi 110092",28.6306797,77.2818984,3,6,88.67,17
132,"Connaught Place, Delhi",28.6314022,77.2193791,3,6,88.67,18
133,"Connaught Place, Delhi",28.6314022,77.2193791,3,7,85.76,0
134,"110 A 1st Floor, Delhi 110091",28.608135091203348,77.30101979939349,3,7,85.76,1
135,"317 Phase 2, Pocket D, Delhi 110091",28.6039267,77.2903476,3,7,85.76,2
136,"B-42, Patparganj Road, Near Paliwal Dharmshala, Guru Nanak Pura, Delhi 110092",28.6024541,77.3141628,3,7,85.76,3
137,"63-64, Main Market, Subzi Mandi, Delhi 110007",28.63551235,77.32148223170245,3,7,85.76,4
138,"Budh Vihar, Delhi 110041",28.6908619,77.2795338,3,7,85.76,5
139,"G 1, Ashish Complex, New Rajdhani Enclave, Delhi 110092",28.64177085,77.2941447628349,3,7,85.76,6
140,"G 90, Vijay Chowk, Laxmi Nagar, Delhi 110092",28.635087,77.2781101751352,3,7,85.76,7
141,"32d, Fruit Garden, Railway Road, Delhi 121001",28.6716769,77.3162988,3,7,85.76,8
142,"D-5, Opp. Balaji Mandir, Vivek Vihar, Delhi 110095",28.6691641,77.31226695421603,3,7,85.76,9
143,"Maliwara, Vasant Marg, Opp Syndicate Bank, Ghaziabad, Ghaziabad, Delhi 201001",28.7387381,77.3143986,3,7,85.76,10
144,"787, Noida, Noida, Delhi 201301",28.6292302,77.38416795,3,7,85.76,11
145,"834, Shalimar Garden Extn 1, Sahibabad, Ghaziabad, Delhi 201001",28.6722772,77.3700121,3,7,85.76,12
146,"G 9, Part 2, Neel Kanth Chamber, Saini Enclave, Delhi 110092",28.6522939,77.30553030048932,3,7,85.76,13
147,"Shahdara, Dilshad Garden, Delhi 110095",28.6777276,77.3232072,3,7,85.76,14
148,"Sh No 10, Opp Nirulas, Preet Vihar, Delhi 110092",28.6377532,77.2951746,3,7,85.76,15
149,"C 423, Nirman Vihar, Delhi 110092",28.6342214,77.28807698430413,3,7,85.76,16
150,"R-40, Vikas Marg Extn, Main Bus Stop, Shakarpur, Delhi 110092",28.6306797,77.2818984,3,7,85.76,17
151,"Connaught Place, Delhi",28.6314022,77.2193791,3,7,85.76,18
152,"Connaught Place, Delhi",28.6314022,77.2193791,3,8,82.93,0
153,"110 A 1st Floor, Delhi 110091",28.608135091203348,77.30101979939349,3,8,82.93,1
154,"317 Phase 2, Pocket D, Delhi 110091",28.6039267,77.2903476,3,8,82.93,2
155,"B-42, Patparganj Road, Near Paliwal Dharmshala, Guru Nanak Pura, Delhi 110092",28.6024541,77.3141628,3,8,82.93,3
156,"63-64, Main Market, Subzi Mandi, Delhi 110007",28.63551235,77.32148223170245,3,8,82.93,4
157,"834, Shalimar Garden Extn 1, Sahibabad, Ghaziabad, Delhi 201001",28.6722772,77.3700121,3,8,82.93,5
158,"787, Noida, Noida, Delhi 201301",28.6292302,77.38416795,3,8,82.93,6
159,"Maliwara, Vasant Marg, Opp Syndicate Bank, Ghaziabad, Ghaziabad, Delhi 201001",28.7387381,77.3143986,3,8,82.93,7
160,"D-5, Opp. Balaji Mandir, Vivek Vihar, Delhi 110095",28.6691641,77.31226695421603,3,8,82.93,8
161,"32d, Fruit Garden, Railway Road, Delhi 121001",28.6716769,77.3162988,3,8,82.93,9
162,"G 90, Vijay Chowk, Laxmi Nagar, Delhi 110092",28.635087,77.2781101751352,3,8,82.93,10
163,"G 1, Ashish Complex, New Rajdhani Enclave, Delhi 110092",28.64177085,77.2941447628349,3,8,82.93,11
164,"Budh Vihar, Delhi 110041",28.6908619,77.2795338,3,8,82.93,12
165,"G 9, Part 2, Neel Kanth Chamber, Saini Enclave, Delhi 110092",28.6522939,77.30553030048932,3,8,82.93,13
166,"Shahdara, Dilshad Garden, Delhi 110095",28.6777276,77.3232072,3,8,82.93,14
167,"Sh No 10, Opp Nirulas, Preet Vihar, Delhi 110092",28.6377532,77.2951746,3,8,82.93,15
168,"C 423, Nirman Vihar, Delhi 110092",28.6342214,77.28807698430413,3,8,82.93,16
169,"R-40, Vikas Marg Extn, Main Bus Stop, Shakarpur, Delhi 110092",28.6306797,77.2818984,3,8,82.93,17
170,"Connaught Place, Delhi",28.6314022,77.2193791,3,8,82.93,18
171,"Connaught Place, Delhi",28.6314022,77.2193791,3,9,80.41,0
172,"110 A 1st Floor, Delhi 110091",28.608135091203348,77.30101979939349,3,9,80.41,1
173,"317 Phase 2, Pocket D, Delhi 110091",28.6039267,77.2903476,3,9,80.41,2
174,"B-42, Patparganj Road, Near Paliwal Dharmshala, Guru Nanak Pura, Delhi 110092",28.6024541,77.3141628,3,9,80.41,3
175,"63-64, Main Market, Subzi Mandi, Delhi 110007",28.63551235,77.32148223170245,3,9,80.41,4
176,"G 9, Part 2, Neel Kanth Chamber, Saini Enclave, Delhi 110092",28.6522939,77.30553030048932,3,9,80.41,5
177,"Budh Vihar, Delhi 110041",28.6908619,77.2795338,3,9,80.41,6
178,"G 1, Ashish Complex, New Rajdhani Enclave, Delhi 110092",28.64177085,77.2941447628349,3,9,80.41,7
179,"G 90, Vijay Chowk, Laxmi Nagar, Delhi 110092",28.635087,77.2781101751352,3,9,80.41,8
180,"32d, Fruit Garden, Railway Road, Delhi 121001",28.6716769,77.3162988,3,9,80.41,9
181,"D-5, Opp. Balaji Mandir, Vivek Vihar, Delhi 110095",28.6691641,77.31226695421603,3,9,80.41,10
182,"Maliwara, Vasant Marg, Opp Syndicate Bank, Ghaziabad, Ghaziabad, Delhi 201001",28.7387381,77.3143986,3,9,80.41,11
183,"787, Noida, Noida, Delhi 201301",28.6292302,77.38416795,3,9,80.41,12
184,"834, Shalimar Garden Extn 1, Sahibabad, Ghaziabad, Delhi 201001",28.6722772,77.3700121,3,9,80.41,13
185,"Shahdara, Dilshad Garden, Delhi 110095",28.6777276,77.3232072,3,9,80.41,14
186,"Sh No 10, Opp Nirulas, Preet Vihar, Delhi 110092",28.6377532,77.2951746,3,9,80.41,15
187,"C 423, Nirman Vihar, Delhi 110092",28.6342214,77.28807698430413,3,9,80.41,16
188,"R-40, Vikas Marg Extn, Main Bus Stop, Shakarpur, Delhi 110092",28.6306797,77.2818984,3,9,80.41,17
189,"Connaught Place, Delhi",28.6314022,77.2193791,3,9,80.41,18
190,"Connaught Place, Delhi",28.6314022,77.2193791,3,10,79.36,0
191,"110 A 1st Floor, Delhi 110091",28.608135091203348,77.30101979939349,3,10,79.36,1
192,"317 Phase 2, Pocket D, Delhi 110091",28.6039267,77.2903476,3,10,79.36,2
193,"B-42, Patparganj Road, Near Paliwal Dharmshala, Guru Nanak Pura, Delhi 110092",28.6024541,77.3141628,3,10,79.36,3
194,"63-64, Main Market, Subzi Mandi, Delhi 110007",28.63551235,77.32148223170245,3,10,79.36,4
195,"Shahdara, Dilshad Garden, Delhi 110095",28.6777276,77.3232072,3,10,79.36,5
196,"834, Shalimar Garden Extn 1, Sahibabad, Ghaziabad, Delhi 201001",28.6722772,77.3700121,3,10,79.36,6
197,"787, Noida, Noida, Delhi 201301",28.6292302,77.38416795,3,10,79.36,7
198,"Maliwara, Vasant Marg, Opp Syndicate Bank, Ghaziabad, Ghaziabad, Delhi 201001",28.7387381,77.3143986,3,10,79.36,8
199,"D-5, Opp. Balaji Mandir, Vivek Vihar, Delhi 110095",28.6691641,77.31226695421603,3,10,79.36,9
200,"32d, Fruit Garden, Railway Road, Delhi 121001",28.6716769,77.3162988,3,10,79.36,10
201,"G 90, Vijay Chowk, Laxmi Nagar, Delhi 110092",28.635087,77.2781101751352,3,10,79.36,11
202,"G 1, Ashish Complex, New Rajdhani Enclave, Delhi 110092",28.64177085,77.2941447628349,3,10,79.36,12
203,"Budh Vihar, Delhi 110041",28.6908619,77.2795338,3,10,79.36,13
204,"G 9, Part 2, Neel Kanth Chamber, Saini Enclave, Delhi 110092",28.6522939,77.30553030048932,3,10,79.36,14
205,"Sh No 10, Opp Nirulas, Preet Vihar, Delhi 110092",28.6377532,77.2951746,3,10,79.36,15
206,"C 423, Nirman Vihar, Delhi 110092",28.6342214,77.28807698430413,3,10,79.36,16
207,"R-40, Vikas Marg Extn, Main Bus Stop, Shakarpur, Delhi 110092",28.6306797,77.2818984,3,10,79.36,17
208,"Connaught Place, Delhi",28.6314022,77.2193791,3,10,79.36,18
209,"Connaught Place, Delhi",28.6314022,77.2193791,3,11,78.0,0
210,"110 A 1st Floor, Delhi 110091",28.608135091203348,77.30101979939349,3,11,78.0,1
211,"317 Phase 2, Pocket D, Delhi 110091",28.6039267,77.2903476,3,11,78.0,2
212,"B-42, Patparganj Road, Near Paliwal Dharmshala, Guru Nanak Pura, Delhi 110092",28.6024541,77.3141628,3,11,78.0,3
213,"63-64, Main Market, Subzi Mandi, Delhi 110007",28.63551235,77.32148223170245,3,11,78.0,4
214,"Shahdara, Dilshad Garden, Delhi 110095",28.6777276,77.3232072,3,11,78.0,5
215,"787, Noida, Noida, Delhi 201301",28.6292302,77.38416795,3,11,78.0,6
216,"834, Shalimar Garden Extn 1, Sahibabad, Ghaziabad, Delhi 201001",28.6722772,77.3700121,3,11,78.0,7
217,"Maliwara, Vasant Marg, Opp Syndicate Bank, Ghaziabad, Ghaziabad, Delhi 201001",28.7387381,77.3143986,3,11,78.0,8
218,"D-5, Opp. Balaji Mandir, Vivek Vihar, Delhi 110095",28.6691641,77.31226695421603,3,11,78.0,9
219,"32d, Fruit Garden, Railway Road, Delhi 121001",28.6716769,77.3162988,3,11,78.0,10
220,"G 90, Vijay Chowk, Laxmi Nagar, Delhi 110092",28.635087,77.2781101751352,3,11,78.0,11
221,"G 1, Ashish Complex, New Rajdhani Enclave, Delhi 110092",28.64177085,77.2941447628349,3,11,78.0,12
222,"Budh Vihar, Delhi 110041",28.6908619,77.2795338,3,11,78.0,13
223,"G 9, Part 2, Neel Kanth Chamber, Saini Enclave, Delhi 110092",28.6522939,77.30553030048932,3,11,78.0,14
224,"Sh No 10, Opp Nirulas, Preet Vihar, Delhi 110092",28.6377532,77.2951746,3,11,78.0,15
225,"C 423, Nirman Vihar, Delhi 110092",28.6342214,77.28807698430413,3,11,78.0,16
226,"R-40, Vikas Marg Extn, Main Bus Stop, Shakarpur, Delhi 110092",28.6306797,77.2818984,3,11,78.0,17
227,"Connaught Place, Delhi",28.6314022,77.2193791,3,11,78.0,18
228,"Connaught Place, Delhi",28.6314022,77.2193791,3,12,77.39,0
229,"110 A 1st Floor, Delhi 110091",28.608135091203348,77.30101979939349,3,12,77.39,1
230,"317 Phase 2, Pocket D, Delhi 110091",28.6039267,77.2903476,3,12,77.39,2
231,"B-42, Patparganj Road, Near Paliwal Dharmshala, Guru Nanak Pura, Delhi 110092",28.6024541,77.3141628,3,12,77.39,3
232,"63-64, Main Market, Subzi Mandi, Delhi 110007",28.63551235,77.32148223170245,3,12,77.39,4
233,"Shahdara, Dilshad Garden, Delhi 110095",28.6777276,77.3232072,3,12,77.39,5
234,"Maliwara, Vasant Marg, Opp Syndicate Bank, Ghaziabad, Ghaziabad, Delhi 201001",28.7387381,77.3143986,3,12,77.39,6
235,"834, Shalimar Garden Extn 1, Sahibabad, Ghaziabad, Delhi 201001",28.6722772,77.3700121,3,12,77.39,7
236,"787, Noida, Noida, Delhi 201301",28.6292302,77.38416795,3,12,77.39,8
237,"D-5, Opp. Balaji Mandir, Vivek Vihar, Delhi 110095",28.6691641,77.31226695421603,3,12,77.39,9
238,"32d, Fruit Garden, Railway Road, Delhi 121001",28.6716769,77.3162988,3,12,77.39,10
239,"G 90, Vijay Chowk, Laxmi Nagar, Delhi 110092",28.635087,77.2781101751352,3,12,77.39,11
240,"G 1, Ashish Complex, New Rajdhani Enclave, Delhi 110092",28.64177085,77.2941447628349,3,12,77.39,12
241,"Budh Vihar, Delhi 110041",28.6908619,77.2795338,3,12,77.39,13
242,"G 9, Part 2, Neel Kanth Chamber, Saini Enclave, Delhi 110092",28.6522939,77.30553030048932,3,12,77.39,14
243,"Sh No 10, Opp Nirulas, Preet Vihar, Delhi 110092",28.6377532,77.2951746,3,12,77.39,15
244,"C 423, Nirman Vihar, Delhi 110092",28.6342214,77.28807698430413,3,12,77.39,16
245,"R-40, Vikas Marg Extn, Main Bus Stop, Shakarpur, Delhi 110092",28.6306797,77.2818984,3,12,77.39,17
246,"Connaught Place, Delhi",28.6314022,77.2193791,3,12,77.39,18
247,"Connaught Place, Delhi",28.6314022,77.2193791,3,13,76.15,0
248,"110 A 1st Floor, Delhi 110091",28.608135091203348,77.30101979939349,3,13,76.15,1
249,"317 Phase 2, Pocket D, Delhi 110091",28.6039267,77.2903476,3,13,76.15,2
250,"B-42, Patparganj Road, Near Paliwal Dharmshala, Guru Nanak Pura, Delhi 110092",28.6024541,77.3141628,3,13,76.15,3
251,"63-64, Main Market, Subzi Mandi, Delhi 110007",28.63551235,77.32148223170245,3,13,76.15,4
252,"Shahdara, Dilshad Garden, Delhi 110095",28.6777276,77.3232072,3,13,76.15,5
253,"G 1, Ashish Complex, New Rajdhani Enclave, Delhi 110092",28.64177085,77.2941447628349,3,13,76.15,6
254,"G 90, Vijay Chowk, Laxmi Nagar, Delhi 110092",28.635087,77.2781101751352,3,13,76.15,7
255,"32d, Fruit Garden, Railway Road, Delhi 121001",28.6716769,77.3162988,3,13,76.15,8
256,"D-5, Opp. Balaji Mandir, Vivek Vihar, Delhi 110095",28.6691641,77.31226695421603,3,13,76.15,9
257,"787, Noida, Noida, Delhi 201301",28.6292302,77.38416795,3,13,76.15,10
258,"834, Shalimar Garden Extn 1, Sahibabad, Ghaziabad, Delhi 201001",28.6722772,77.3700121,3,13,76.15,11
